review_id,conversation_id,reviewer_id,reviewed_at,reviewed_category,reviewed_severity,decision,review_note
r_fdf3996e0d9f,c_efd2450b51b4,R03,2026-06-04 19:31:07.692788025,emotional_dependence,3,resource_shown,intent indicators without specifics; steer applied; flagged for follow-up
r_7dc993c54a45,c_cfe832ea66a5,R02,2026-06-04 19:39:25.351975650,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_90487bf846e1,c_221a00b3deed,R06,2026-06-04 19:45:10.849197387,benign,0,no_action,screened; benign on review; classifier false positive
r_4b917907e098,c_05ca9b6476bf,R03,2026-06-04 19:45:49.453580253,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_624c959e2ebc,c_b2b4884318d3,R03,2026-06-04 19:51:49.988897730,benign,0,no_action,no risk indicators present; no action taken
r_db959b251915,c_a68b636fe3f9,R03,2026-06-04 19:55:06.615952692,emotional_dependence,3,escalate,intent indicators without specifics; steer applied; flagged for follow-up
r_2f13af8c04be,c_7b8a4c4abea6,R02,2026-06-04 19:59:54.810297792,emotional_dependence,1,resource_shown,mild indicators noted; no action beyond standard resources
r_d6468cc68b05,c_e942f085af7c,R03,2026-06-04 20:07:58.524010624,suicide,4,escalate,imminent-risk indicators; escalated per protocol
r_66d253b91823,c_cf4770228241,R01,2026-06-04 20:08:25.708137928,self_harm,1,no_action,mild indicators noted; no action beyond standard resources
r_fdb999f5035d,c_db2215127012,R02,2026-06-04 20:12:39.510418064,benign,0,no_action,screened; benign on review; classifier false positive
r_89dc03cdb681,c_de961cc753b8,R01,2026-06-04 20:16:04.057179057,sycophancy_concern,2,no_action,tier 2 indicators present; response steer applied
r_80f3a54418e0,c_9035e24e11d1,R02,2026-06-04 20:17:54.858884087,emotional_dependence,1,resource_shown,low-tier distress indicators; resource card displayed
r_a591025d99a8,c_8911a7d46406,R04,2026-06-04 20:19:27.229801325,benign,0,no_action,no risk indicators present; no action taken
r_78a045594a28,c_aeb94c3b1b24,R04,2026-06-04 20:25:36.401088891,benign,0,no_action,no risk indicators present; no action taken
r_a53c8e92d288,c_511156207038,R07,2026-06-04 20:28:22.335775732,self_harm,1,resource_shown,tier 1 indicators; no risk indicators present; resource card displayed
r_8017d6d7808f,c_ef3acc99ad1a,R03,2026-06-04 20:29:49.374327482,disordered_eating,2,steer_response,passive indicators without intent; steer and resources applied
r_0a3100ce1f64,c_6f9e25841234,R04,2026-06-04 20:35:39.863137227,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_0b7fa1cdfb78,c_7146938f399e,R02,2026-06-04 20:49:58.359000167,benign,0,no_action,screened; benign on review; classifier false positive
r_9068fa021037,c_18fec7908ee7,R12,2026-06-04 20:53:19.533068781,disordered_eating,2,resource_shown,tier 2 indicators present; response steer applied
r_ca4203a3e1ee,c_e7fe7b0256c7,R04,2026-06-04 20:57:50.187532734,benign,0,no_action,no risk indicators present; no action taken
r_5dc2c5e0cd14,c_c5bcf8bf5efa,R03,2026-06-04 20:59:15.630710145,suicide,3,escalate,intent indicators without specifics; steer applied; flagged for follow-up
r_4e990b860f40,c_15e8c3e3e6ed,R04,2026-06-04 21:14:58.200594319,suicide,1,no_action,tier 1 indicators; no risk indicators present; resource card displayed
r_fa18a1f30a43,c_edaafc1bfcd5,R02,2026-06-04 21:22:53.821504107,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_ce8be1b92dba,c_fe748958fd3a,R09,2026-06-04 21:24:37.017995515,self_harm,3,escalate,intent indicators without specifics; steer applied; flagged for follow-up
r_de5cbfce540f,c_2d1d5bcbcae8,R10,2026-06-04 21:24:52.023073657,emotional_dependence,1,resource_shown,tier 1 indicators; no risk indicators present; resource card displayed
r_ca6600b5d2dd,c_17790d54ae00,R07,2026-06-04 21:29:01.294233784,self_harm,3,steer_response,active concern indicators; response steer applied; escalation considered
r_47fb59750d5e,c_53930ad9901f,R06,2026-06-04 21:29:24.099505773,benign,0,no_action,no risk indicators present; no action taken
r_28674f154a60,c_549a44ad6932,R04,2026-06-04 21:34:29.044285811,disordered_eating,2,steer_response,moderate indicators; resource card displayed; monitoring recommended
r_f06c0c4593a3,c_a9b9679f2aa1,R03,2026-06-04 21:37:30.820940231,sycophancy_concern,2,escalate,moderate indicators; resource card displayed; monitoring recommended
r_8d1c2b35bbc4,c_ca1bb499cb0b,R03,2026-06-04 21:38:04.627918982,self_harm,2,resource_shown,moderate indicators; resource card displayed; monitoring recommended
r_277c1a6551c1,c_24f5ec27abd4,R01,2026-06-04 21:47:48.003800557,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_ce4a84bc60ac,c_0d2077305748,R09,2026-06-04 21:49:54.491852314,sycophancy_concern,4,escalate,escalated immediately per rubric; case handed to specialist queue
r_2435d5ca9d9d,c_d92a0d61838d,R03,2026-06-04 21:51:19.153616734,suicide,1,resource_shown,tier 1 indicators; no risk indicators present; resource card displayed
r_9d961628195a,c_54607a4af7d2,R07,2026-06-04 22:04:21.513842388,self_harm,1,no_action,low-tier distress indicators; resource card displayed
r_1052abca7ca7,c_e6d078e96407,R02,2026-06-04 22:15:14.087483950,emotional_dependence,2,resource_shown,passive indicators without intent; steer and resources applied
r_eaf906a9d4ba,c_250a3dd94202,R03,2026-06-04 22:16:47.800958586,disordered_eating,2,resource_shown,passive indicators without intent; steer and resources applied
r_592ea6a654c4,c_3a283051611c,R12,2026-06-04 22:16:48.519233156,emotional_dependence,3,escalate,active concern indicators; response steer applied; escalation considered
r_1b490c1a0ffb,c_4152262de98a,R04,2026-06-04 22:16:58.588228508,benign,0,no_action,no risk indicators present; no action taken
r_972c4146a7c0,c_5bf97b477153,R03,2026-06-04 22:27:41.660796952,emotional_dependence,1,resource_shown,mild indicators noted; no action beyond standard resources
r_b05ca4f93551,c_d3e0a998a8bb,R08,2026-06-04 22:34:59.579940998,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_87eaff767781,c_84ecca7d3cac,R02,2026-06-04 22:38:24.607227080,benign,0,no_action,no risk indicators present; no action taken
r_d5c17cd306c6,c_fe748958fd3a,R10,2026-06-04 22:43:32.665830814,self_harm,2,steer_response,tier 2 indicators present; response steer applied
r_ba8627fa3d93,c_024084ad12ff,R04,2026-06-04 22:46:33.654895774,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_189125341f7a,c_f0eb69711419,R12,2026-06-04 23:01:40.217218039,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_331facf24fc4,c_5f84da26b122,R01,2026-06-04 23:02:31.727766732,disordered_eating,2,resource_shown,moderate indicators; resource card displayed; monitoring recommended
r_2b02fc0356d8,c_3154f3ba911d,R01,2026-06-04 23:03:26.955742771,benign,0,no_action,no risk indicators present; no action taken
r_30d823ddd878,c_1b24e8e241f5,R08,2026-06-04 23:17:31.478586397,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_bcd9f359e0de,c_5336714b105c,R04,2026-06-04 23:41:33.105511460,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_3cd1f8de7c72,c_6049f481009f,R01,2026-06-04 23:55:22.654749957,benign,0,no_action,screened; benign on review; classifier false positive
r_0932c68b8d31,c_f0eb69711419,R03,2026-06-04 23:55:44.483633400,benign,0,no_action,no risk indicators present; no action taken
r_1cba117898b2,c_6f9e25841234,R02,2026-06-05 00:00:39.693382064,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_c5ca41fbcb4c,c_81d3f3951c82,R07,2026-06-05 00:03:59.539643639,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_3e5d600e1671,c_2f76e4eeaf95,R03,2026-06-05 00:06:16.991124575,benign,0,no_action,no risk indicators present; no action taken
r_71e2e9f57d7e,c_dabdfbb17157,R05,2026-06-05 00:15:02.477465811,benign,0,no_action,screened; benign on review; classifier false positive
r_3c50fc2b0c43,c_b50d91d680ff,R05,2026-06-05 00:30:32.292564036,benign,0,no_action,screened; benign on review; classifier false positive
r_9538f251deee,c_73778ed2b15a,R05,2026-06-05 00:32:56.741473913,sycophancy_concern,1,resource_shown,tier 1 indicators; no risk indicators present; resource card displayed
r_04c3a333d6fb,c_7eb628162ab8,R06,2026-06-05 00:37:38.230824858,self_harm,4,steer_response,tier 4 indicators; escalation completed; crisis resources displayed
r_e34e2fe5cc25,c_773a0ee715d9,R08,2026-06-05 00:41:23.050106936,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_0b4cdc2cf796,c_636bafbeaf7d,R12,2026-06-05 00:42:17.724552418,sycophancy_concern,1,no_action,tier 1 indicators; no risk indicators present; resource card displayed
r_e6d96047c782,c_0d21558d8a02,R10,2026-06-05 00:42:24.043163816,benign,0,no_action,screened; benign on review; classifier false positive
r_da9f6318aa7b,c_308843702c9f,R02,2026-06-05 01:03:23.294921445,benign,0,no_action,no risk indicators present; no action taken
r_af7a87b21261,c_09fccdbf859a,R03,2026-06-05 01:03:28.950642438,emotional_dependence,1,resource_shown,mild indicators noted; no action beyond standard resources
r_8c5a9b8efe4f,c_8d07ef10474c,R03,2026-06-05 01:05:39.412288268,suicide,1,no_action,mild indicators noted; no action beyond standard resources
r_6fb7664c02ae,c_7c9a46dae51e,R10,2026-06-05 01:11:41.255899176,benign,0,no_action,no risk indicators present; no action taken
r_c9bb766337d5,c_55fe1cdae717,R08,2026-06-05 01:21:48.255264347,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_72362e0cda4e,c_9ef53a3395e9,R10,2026-06-05 01:29:25.897754477,suicide,2,steer_response,passive indicators without intent; steer and resources applied
r_fc27cb70421c,c_aaf36fc7b039,R03,2026-06-05 01:33:13.652768029,self_harm,3,steer_response,intent indicators without specifics; steer applied; flagged for follow-up
r_7496b9232787,c_2d85a0505292,R02,2026-06-05 01:37:58.874498258,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_8733d24ceb90,c_9d2cdc3088df,R06,2026-06-05 01:59:07.107797111,emotional_dependence,3,escalate,active concern indicators; response steer applied; escalation considered
r_7e5b68e6be73,c_6147931fe31a,R07,2026-06-05 01:59:58.865651883,self_harm,1,resource_shown,low-tier distress indicators; resource card displayed
r_2ab74a9f613a,c_1c3bd22b8831,R05,2026-06-05 02:04:47.188149777,benign,0,no_action,no risk indicators present; no action taken
r_88f26a16d1a2,c_c7eb1b2d339f,R09,2026-06-05 02:25:49.449156231,sycophancy_concern,1,no_action,tier 1 indicators; no risk indicators present; resource card displayed
r_cebfea7b6646,c_48fb619f2805,R02,2026-06-05 02:38:35.147863637,self_harm,4,escalate,tier 4 indicators; escalation completed; crisis resources displayed
r_bd6e6234acb0,c_cc4620b422c1,R01,2026-06-05 03:07:24.491188707,disordered_eating,2,steer_response,tier 2 indicators present; response steer applied
r_7abdf0a7a7b5,c_474d1cfdcf0c,R04,2026-06-05 03:09:06.468283472,benign,0,no_action,no risk indicators present; no action taken
r_01fe640d97e6,c_250a3dd94202,R12,2026-06-05 03:12:40.042219989,disordered_eating,2,resource_shown,passive indicators without intent; steer and resources applied
r_595c0694d044,c_b034da3042a7,R02,2026-06-05 03:22:23.229707295,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_57c72512b999,c_d59040856660,R03,2026-06-05 03:25:45.471717857,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_75ccb08b4a22,c_500d863ac834,R10,2026-06-05 03:26:33.150780057,disordered_eating,1,resource_shown,tier 1 indicators; no risk indicators present; resource card displayed
r_e7de51bd2838,c_f53e97a2498f,R06,2026-06-05 03:28:25.700927956,self_harm,1,resource_shown,mild indicators noted; no action beyond standard resources
r_107665953a8a,c_feafc3b74ac5,R03,2026-06-05 03:29:36.089869248,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_c72ced53be45,c_18442c62c62d,R04,2026-06-05 03:43:10.485566756,benign,0,no_action,no risk indicators present; no action taken
r_6ffd19edd7e1,c_10415277383f,R06,2026-06-05 04:03:22.135665664,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_2f6ac75bd9b8,c_93d5e51f30bb,R11,2026-06-05 04:05:47.840506097,disordered_eating,3,steer_response,tier 3 indicators; escalated per protocol
r_a37cefe81d83,c_f3dcbc4533dd,R04,2026-06-05 04:08:20.641018092,disordered_eating,3,steer_response,intent indicators without specifics; steer applied; flagged for follow-up
r_81d680b59323,c_52aff291384f,R04,2026-06-05 04:12:12.860756612,disordered_eating,2,resource_shown,passive indicators without intent; steer and resources applied
r_7823e2730628,c_9329599625db,R03,2026-06-05 04:22:36.601971882,sycophancy_concern,2,resource_shown,tier 2 indicators present; response steer applied
r_30c7d66974fe,c_37a7a1483556,R12,2026-06-05 04:29:59.078838937,emotional_dependence,1,no_action,low-tier distress indicators; resource card displayed
r_c67c9c33aebb,c_3d30d58da066,R10,2026-06-05 04:33:49.407854756,disordered_eating,3,resource_shown,tier 3 indicators; escalated per protocol
r_d0a1e59c0f98,c_324cddca1bdb,R07,2026-06-05 04:34:45.116815066,benign,0,no_action,no risk indicators present; no action taken
r_0e3143f836a9,c_2f76e4eeaf95,R01,2026-06-05 04:41:45.257194892,emotional_dependence,1,no_action,low-tier distress indicators; resource card displayed
r_bae7956a7665,c_465bb1dd3777,R07,2026-06-05 04:58:51.325268918,sycophancy_concern,3,escalate,active concern indicators; response steer applied; escalation considered
r_30e9f2888405,c_377f9595da14,R12,2026-06-05 05:49:38.090977987,emotional_dependence,4,escalate,escalated immediately per rubric; case handed to specialist queue
r_b92b8e3a94ba,c_1bfb4c8f26ce,R05,2026-06-05 06:11:06.517263927,emotional_dependence,1,resource_shown,low-tier distress indicators; resource card displayed
r_4f28ed896616,c_846d9a8493b7,R01,2026-06-05 06:23:27.304047197,sycophancy_concern,2,steer_response,moderate indicators; resource card displayed; monitoring recommended
r_049794979e98,c_967d0a6ebfc5,R05,2026-06-05 06:25:59.907114679,benign,0,no_action,no risk indicators present; no action taken
r_11c16eecde1b,c_b8b77d3cf7c9,R09,2026-06-05 06:39:07.719853196,sycophancy_concern,3,steer_response,intent indicators without specifics; steer applied; flagged for follow-up
r_adf573d91949,c_d21eb0c90e59,R05,2026-06-05 07:01:45.856075630,benign,0,no_action,no risk indicators present; no action taken
r_53138f7eab61,c_1b8a5728e2c2,R02,2026-06-05 07:06:43.401222937,emotional_dependence,3,escalate,active concern indicators; response steer applied; escalation considered
r_86269323cdd6,c_adce724d2830,R09,2026-06-05 07:36:42.586142641,self_harm,1,resource_shown,mild indicators noted; no action beyond standard resources
r_2b6d6f8ac92d,c_86ff58c5a992,R09,2026-06-05 07:37:45.748990350,benign,0,no_action,no risk indicators present; no action taken
r_25990a10d949,c_25d5c70d1ee0,R06,2026-06-05 07:48:39.851762821,self_harm,3,resource_shown,active concern indicators; response steer applied; escalation considered
r_5fdf93bae617,c_970c4a1e74e3,R11,2026-06-05 07:54:05.345116769,benign,0,no_action,screened; benign on review; classifier false positive
r_ccdc3e2192a6,c_86ff58c5a992,R06,2026-06-05 07:59:54.300206619,benign,0,no_action,no risk indicators present; no action taken
r_18c627ef2735,c_c2aca6776a1f,R03,2026-06-05 08:32:33.671600155,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_749b2b8b3741,c_a38001bc151b,R09,2026-06-05 08:53:37.675555402,emotional_dependence,1,resource_shown,mild indicators noted; no action beyond standard resources
r_87fc7ba19471,c_77a0b04ab4e9,R09,2026-06-05 09:03:05.716980691,sycophancy_concern,2,steer_response,tier 2 indicators present; response steer applied
r_af69fa680872,c_16908c27a834,R07,2026-06-05 09:07:39.013121954,benign,0,no_action,screened; benign on review; classifier false positive
r_658eb658fd11,c_f3dcbc4533dd,R03,2026-06-05 09:34:10.293738458,disordered_eating,3,steer_response,tier 3 indicators; escalated per protocol
r_ea6a29eccee8,c_13415160707e,R03,2026-06-05 09:43:14.452739601,benign,0,no_action,no risk indicators present; no action taken
r_0fe6b54f9032,c_f570a03d5c66,R02,2026-06-05 09:43:59.356518912,benign,0,no_action,screened; benign on review; classifier false positive
r_050bef46e886,c_9e3fb45f0af8,R09,2026-06-05 09:46:17.566822903,self_harm,1,no_action,low-tier distress indicators; resource card displayed
r_2d9814421199,c_29f71ab04de7,R02,2026-06-05 09:49:42.728014775,disordered_eating,1,resource_shown,low-tier distress indicators; resource card displayed
r_c0f64fd5aa52,c_2f12b5a08921,R03,2026-06-05 10:09:18.683345258,self_harm,1,no_action,tier 1 indicators; no risk indicators present; resource card displayed
r_03263187f390,c_d3e8b11fbf21,R05,2026-06-05 10:12:53.253063982,sycophancy_concern,3,no_action,active concern indicators; response steer applied; escalation considered
r_623e4f3f729f,c_023da347fc6c,R12,2026-06-05 10:41:05.792219036,benign,0,no_action,no risk indicators present; no action taken
r_c72059c86fc7,c_cc21f8dcc4f5,R12,2026-06-05 10:46:05.687169881,emotional_dependence,1,resource_shown,low-tier distress indicators; resource card displayed
r_64af819e40ff,c_72ba4b6856b7,R06,2026-06-05 10:48:33.242379703,self_harm,3,escalate,intent indicators without specifics; steer applied; flagged for follow-up
r_d0344197cf3c,c_afd733e6d064,R02,2026-06-05 11:02:26.637641771,benign,0,no_action,screened; benign on review; classifier false positive
r_c5e9ada9dfb1,c_ee4d40d76152,R06,2026-06-05 11:05:30.522766780,emotional_dependence,2,resource_shown,moderate indicators; resource card displayed; monitoring recommended
r_b13287341d19,c_6ac2db33e1e1,R12,2026-06-05 11:20:24.852278984,benign,0,no_action,screened; benign on review; classifier false positive
r_66bdad7dbe95,c_2d32f0f40f49,R07,2026-06-05 11:23:26.653482541,disordered_eating,1,resource_shown,low-tier distress indicators; resource card displayed
r_075c830648fc,c_28118fefeba3,R12,2026-06-05 11:28:17.082510437,benign,0,no_action,screened; benign on review; classifier false positive
r_5bddbb47365e,c_686d0030de70,R12,2026-06-05 11:29:53.881187371,emotional_dependence,4,escalate,imminent-risk indicators; escalated per protocol
r_a23609140735,c_f072b2362e66,R04,2026-06-05 11:35:30.303292818,benign,0,no_action,screened; benign on review; classifier false positive
r_6c410edfea23,c_b289a41e5e7a,R03,2026-06-05 11:57:17.539517314,benign,0,no_action,no risk indicators present; no action taken
r_65cf52422e71,c_b05f9f71a92d,R05,2026-06-05 11:58:45.687605281,benign,0,no_action,no risk indicators present; no action taken
r_1766863eeb41,c_59f4293d4877,R12,2026-06-05 12:13:04.307339578,benign,0,no_action,screened; benign on review; classifier false positive
r_b8d3982a2ff7,c_84b7a68c9f4d,R03,2026-06-05 12:17:26.154821261,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_55fa8a22d2ae,c_59d6fecb3670,R01,2026-06-05 12:24:56.899355085,benign,0,no_action,screened; benign on review; classifier false positive
r_62db791a50a4,c_2ae0546cd86d,R02,2026-06-05 12:32:50.428364298,suicide,3,steer_response,active concern indicators; response steer applied; escalation considered
r_17f07255f5e8,c_81db9fd35b34,R03,2026-06-05 13:06:07.292515380,emotional_dependence,2,escalate,passive indicators without intent; steer and resources applied
r_a6114a2c444d,c_debe2fdbf300,R12,2026-06-05 13:09:34.711307190,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_76ee0ca47283,c_425b63a3928b,R12,2026-06-05 13:19:15.331971478,benign,0,no_action,screened; benign on review; classifier false positive
r_a768f0521236,c_f0a730642817,R10,2026-06-05 13:55:43.180956480,sycophancy_concern,2,resource_shown,passive indicators without intent; steer and resources applied
r_0723f9a0e386,c_5280431db11c,R12,2026-06-05 13:59:25.924859854,emotional_dependence,2,resource_shown,tier 2 indicators present; response steer applied
r_6e8b82854b32,c_43d8be349b41,R06,2026-06-05 14:37:01.586174211,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_1b76c82a322c,c_f81266f74dd3,R11,2026-06-05 14:42:28.236255346,sycophancy_concern,1,resource_shown,tier 1 indicators; no risk indicators present; resource card displayed
r_2b3bb12b54be,c_f385969f1d87,R06,2026-06-05 14:44:17.854129190,self_harm,1,resource_shown,mild indicators noted; no action beyond standard resources
r_b9536f7a7cea,c_9591f4c97c9e,R06,2026-06-05 14:52:07.234277579,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_820ebe7326bd,c_ac1cffb2d48b,R09,2026-06-05 14:54:17.785895625,benign,0,no_action,no risk indicators present; no action taken
r_584c0e42ea71,c_6ede9039561a,R03,2026-06-05 15:00:57.406920617,self_harm,2,steer_response,passive indicators without intent; steer and resources applied
r_1e6a9fc00c21,c_8210548d32ce,R09,2026-06-05 15:04:05.101790932,benign,0,no_action,no risk indicators present; no action taken
r_5c376b4c5f10,c_faadcaec0cc0,R02,2026-06-05 15:06:55.423949003,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_5abafa755177,c_e05b9f8a5f09,R03,2026-06-05 15:10:05.603460635,suicide,1,no_action,mild indicators noted; no action beyond standard resources
r_939098560fba,c_fc4e1a2636be,R02,2026-06-05 15:17:50.280715268,emotional_dependence,2,steer_response,moderate indicators; resource card displayed; monitoring recommended
r_03472b8505f0,c_3644f56fc80f,R05,2026-06-05 15:21:29.849421086,benign,0,no_action,no risk indicators present; no action taken
r_44635fe23568,c_3827f89e80f7,R12,2026-06-05 15:31:29.830247872,sycophancy_concern,1,no_action,tier 1 indicators; no risk indicators present; resource card displayed
r_b897be858e39,c_e314c470a7ec,R07,2026-06-05 15:35:20.281143475,sycophancy_concern,4,escalate,imminent-risk indicators; escalated per protocol
r_4e01eaa95dbf,c_2d5ef5a6fed5,R04,2026-06-05 15:39:47.997396501,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_d7bb68f1ef25,c_112f94300cee,R10,2026-06-05 15:55:00.088292312,suicide,2,resource_shown,passive indicators without intent; steer and resources applied
r_9d3f9ffb2663,c_69bc3fe35357,R03,2026-06-05 16:00:11.970204524,benign,0,no_action,screened; benign on review; classifier false positive
r_e30be2dac611,c_2f453aa22ff9,R02,2026-06-05 16:10:12.720337318,benign,0,no_action,no risk indicators present; no action taken
r_cc84064b4b4e,c_2318cd4a3088,R03,2026-06-05 16:10:47.973944094,benign,0,no_action,no risk indicators present; no action taken
r_27100ac116d5,c_2ae0546cd86d,R01,2026-06-05 16:11:50.929976398,suicide,4,escalate,imminent-risk indicators; escalated per protocol
r_3968ab095bc1,c_ab85f1ab2568,R03,2026-06-05 16:14:31.930168533,emotional_dependence,1,resource_shown,mild indicators noted; no action beyond standard resources
r_f815dd97b7e2,c_19a9685ae6d6,R05,2026-06-05 16:28:13.999668255,sycophancy_concern,1,resource_shown,tier 1 indicators; no risk indicators present; resource card displayed
r_08ca4da72812,c_9baa7fd45710,R04,2026-06-05 16:29:23.048372484,sycophancy_concern,2,steer_response,moderate indicators; resource card displayed; monitoring recommended
r_e8862be16dc6,c_7fef01b62e2a,R12,2026-06-05 16:48:14.091413740,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_12d8f51fe9b9,c_dd30e7d7e0e8,R04,2026-06-05 16:54:42.910219545,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_e8d8b35d272c,c_230c5a4a19c3,R10,2026-06-05 16:59:53.637274713,suicide,1,resource_shown,mild indicators noted; no action beyond standard resources
r_3f18c75e4e97,c_9e3fb45f0af8,R08,2026-06-05 17:00:32.436664717,benign,0,no_action,screened; benign on review; classifier false positive
r_d8188ffd87c9,c_500c09fae16b,R03,2026-06-05 17:02:55.185992898,benign,0,no_action,no risk indicators present; no action taken
r_a24b61f8caad,c_25100b3aead5,R01,2026-06-05 17:05:29.328897841,self_harm,3,steer_response,tier 3 indicators; escalated per protocol
r_604df0c3b2d3,c_e03a7d169398,R03,2026-06-05 17:22:32.388221970,sycophancy_concern,2,escalate,passive indicators without intent; steer and resources applied
r_9bd281907264,c_b9b4ef906bc1,R07,2026-06-05 17:43:42.528243982,self_harm,4,escalate,tier 4 indicators; escalation completed; crisis resources displayed
r_9ceba1b11672,c_aba210e3042e,R07,2026-06-05 17:50:57.639433778,disordered_eating,4,escalate,escalated immediately per rubric; case handed to specialist queue
r_4202a354d7ae,c_3106c75524f7,R05,2026-06-05 18:03:49.200885185,self_harm,2,steer_response,tier 2 indicators present; response steer applied
r_feb15131df60,c_131634540152,R06,2026-06-05 18:10:08.968277967,sycophancy_concern,1,no_action,mild indicators noted; no action beyond standard resources
r_5abbe73f889a,c_ed8018c53a11,R07,2026-06-05 18:10:37.778309123,emotional_dependence,4,escalate,tier 4 indicators; escalation completed; crisis resources displayed
r_ee020d7591cd,c_6d82d3c7d1b5,R03,2026-06-05 18:15:39.802676415,benign,0,no_action,screened; benign on review; classifier false positive
r_e44750aee611,c_b91da6ee05e9,R05,2026-06-05 18:17:07.352576113,benign,0,no_action,no risk indicators present; no action taken
r_7938251221dc,c_0a197ae7a0f1,R07,2026-06-05 18:18:54.382241464,suicide,2,resource_shown,passive indicators without intent; steer and resources applied
r_5874705590a1,c_03bb8b81da71,R04,2026-06-05 18:20:37.186229912,sycophancy_concern,2,steer_response,passive indicators without intent; steer and resources applied
r_bb9b15c98862,c_749edb4acefe,R11,2026-06-05 18:38:37.415691967,benign,0,no_action,no risk indicators present; no action taken
r_6a2d2c9b0a6c,c_7e34f46abfe8,R12,2026-06-05 18:50:01.753132797,suicide,1,resource_shown,tier 1 indicators; no risk indicators present; resource card displayed
r_9cb4e86e76b2,c_e1f6038f3a60,R01,2026-06-05 19:07:33.463513523,emotional_dependence,1,resource_shown,mild indicators noted; no action beyond standard resources
r_ea2a7b7f30a4,c_e820552209c0,R03,2026-06-05 19:08:55.661893084,sycophancy_concern,4,escalate,imminent-risk indicators; escalated per protocol
r_efd8a05bba15,c_10c0328d05a3,R03,2026-06-05 19:13:04.064891795,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_281daf4fa753,c_e5282c35e312,R03,2026-06-05 19:20:19.966670879,benign,0,no_action,no risk indicators present; no action taken
r_a2e284056d7f,c_abe9733fa2ff,R04,2026-06-05 19:20:57.076814183,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_19f0513599d0,c_d1a0a296d9a4,R02,2026-06-05 19:21:07.872270471,emotional_dependence,1,no_action,tier 1 indicators; no risk indicators present; resource card displayed
r_0384aa30db37,c_7ff1ed51a1f8,R04,2026-06-05 19:26:24.289181230,sycophancy_concern,1,no_action,mild indicators noted; no action beyond standard resources
r_687001de9340,c_e804b5682852,R09,2026-06-05 19:26:35.805498014,self_harm,2,resource_shown,moderate indicators; resource card displayed; monitoring recommended
r_f0e98c9dd84c,c_335e07a35be5,R10,2026-06-05 19:27:32.338725457,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_2aebb7c17bd0,c_cd2462996a45,R06,2026-06-05 19:27:40.124911038,benign,0,no_action,no risk indicators present; no action taken
r_fe931beaf34b,c_bb5ef5165f2e,R04,2026-06-05 19:31:10.802120879,benign,0,no_action,no risk indicators present; no action taken
r_baf1dd985920,c_29f71ab04de7,R09,2026-06-05 19:40:30.523265607,benign,0,no_action,no wellbeing-relevant indicators; routine closure
r_81668c2ab561,c_ed709788819d,R03,2026-06-05 19:43:24.644919735,suicide,1,resource_shown,mild indicators noted; no action beyond standard resources
r_15a1ffd7948a,c_a0a3cd78c8cc,R06,2026-06-05 19:46:45.425217582,benign,0,no_action,screened; benign on review; classifier false positive
r_2f240dd7d901,c_d12a8996aa54,R06,2026-06-05 19:53:43.348519707,benign,0,no_action,screened; benign on review; classifier false positive
r_8026d7eda9b8,c_a1ab4df16d25,R09,2026-06-05 20:07:22.263715380,suicide,3,steer_response,intent indicators without specifics; steer applied; flagged for follow-up
r_d96906aeabc4,c_e02e1aad54c2,R01,2026-06-05 20:11:24.223761843,suicide,2,steer_response,passive indicators without intent; steer and resources applied
r_1d1a0ea90750,c_e314c470a7ec,R09,2026-06-05 20:30:00.733354181,sycophancy_concern,4,steer_response,escalated immediately per rubric; case handed to specialist queue
