conversation_id,returned_within_7d,followup_category,followup_severity,resource_link_clicked
c_6800337f35b3,True,emotional_dependence,2,False
c_fdd81fbac988,True,sycophancy_concern,2,False
c_7f866db12c1d,True,emotional_dependence,2,False
c_ed7e02cf2d6e,True,benign,0,False
c_ff6eba949a39,True,benign,0,False
c_7613ec4420af,False,,,False
c_c0d8323981f8,True,self_harm,2,False
c_9d7184b6d894,True,disordered_eating,3,False
c_fd5c5645ccb1,True,disordered_eating,2,False
c_b5d040206af7,False,,,False
c_82581d409bd4,True,benign,0,False
c_3ad92b265df8,True,benign,0,False
c_f1b986d80c6c,True,suicide,1,False
c_6a1d671b978c,False,,,False
c_523bb343654a,False,,,False
c_af38b237a1a4,True,emotional_dependence,1,False
c_d417ba74c875,False,,,False
c_f1b915179ab1,True,benign,0,False
c_07ce2a787629,False,,,False
c_c48bbd8272c7,True,disordered_eating,3,False
c_c13b6464e55e,True,self_harm,2,False
c_5bae107b09bd,True,benign,0,False
c_f2d87c1893db,False,,,False
c_d0fef7b7790f,True,self_harm,3,False
c_a5472d729a8c,True,suicide,3,False
c_93e6c6d3ad46,True,benign,0,False
c_0041764d40eb,False,,,True
c_3267e251b843,True,suicide,2,False
c_4b1186319969,False,,,False
c_296a079dba05,False,,,False
c_e315490da24f,True,benign,0,False
c_22eed3daa81e,False,,,False
c_355ac0b8d378,False,,,False
c_8833513d1109,True,sycophancy_concern,2,False
c_0af08f318af7,False,,,False
c_05b9b515d650,True,sycophancy_concern,2,False
c_989627e915b5,False,,,False
c_59c7b3386428,True,emotional_dependence,1,False
c_ae929150b735,False,,,False
c_cf5011416df6,True,emotional_dependence,2,False
c_6f161218cec6,False,,,False
c_69b41302888d,False,,,False
c_c8b3ede4f00b,True,emotional_dependence,2,False
c_55a46f6fd973,True,benign,0,False
c_6b490c0716a9,True,disordered_eating,3,False
c_942041bac29d,False,,,False
c_f3c9ae51683d,False,,,False
c_45e394971795,False,,,False
c_25cc4a7d27dd,True,benign,0,False
c_90581b12262f,True,self_harm,1,False
c_63b07860cce7,False,,,False
c_57097000926b,True,benign,0,False
c_c27753b473d3,True,sycophancy_concern,2,False
c_6a896d50e505,False,,,False
c_8228161086c3,True,self_harm,2,False
c_f4abf02bd3b5,False,,,False
c_a1064820a538,True,benign,0,False
c_29a33f9ba9a2,False,,,False
c_507b3d2047dd,True,sycophancy_concern,1,False
c_26e499b68c38,True,self_harm,1,False
c_2f514956f90b,False,,,False
c_b99d70817a58,True,self_harm,1,False
c_79492cb6a20d,True,disordered_eating,1,False
c_ae083081c928,True,sycophancy_concern,3,False
c_b678f60436fa,True,benign,0,False
c_16b1dd2b0e03,False,,,False
c_6b0403599ab3,False,,,False
c_b82fa918861d,True,benign,0,False
c_95907cd2d381,True,benign,0,False
c_d4f6f59359d4,False,,,False
c_648f0159b19c,False,,,False
c_27f86ad55564,False,,,False
c_634813125f7d,False,,,False
c_4fb935dbdd29,True,disordered_eating,3,False
c_8f7c99aa89a6,False,,,False
c_489f1e5c413c,True,self_harm,2,False
c_0559e36f14b5,True,self_harm,3,False
c_73659db3127b,True,benign,0,False
c_f34005023873,False,,,False
c_c75e3d4db41b,False,,,False
c_208424ccc153,True,sycophancy_concern,1,False
c_8dcb4c2bfa21,False,,,False
c_16afcc55db94,False,,,True
c_4b903bf0ff07,False,,,False
c_d82b85e3d31f,False,,,False
c_2d30124cb7cc,True,benign,0,False
c_351cdbed16ad,True,self_harm,2,False
c_2ed6d1463ab2,True,emotional_dependence,1,False
c_f938a727813d,True,emotional_dependence,1,False
c_067f7fe52817,True,self_harm,1,False
c_8f4f3d0ed7cf,True,emotional_dependence,2,False
c_1f7d670b5eca,False,,,False
c_074d03f2d7ce,True,benign,0,False
c_e69d66a4c896,True,self_harm,2,False
c_9c0fe69db9d2,True,self_harm,1,False
c_7d9f4d29e77f,False,,,False
c_f5ccab7f3b94,True,emotional_dependence,2,False
c_9dec7e6ea83a,False,,,False
c_baef1444d4c6,True,disordered_eating,1,False
c_cbf965bf7a64,True,emotional_dependence,3,False
c_71821c4c392b,False,,,False
c_a364e2cde575,True,benign,0,False
c_c4d95542db0d,True,benign,0,False
c_c9000c48b1e2,False,,,False
c_52501eebca90,True,benign,0,False
c_f67af5b32817,False,,,False
c_96923e41d10c,False,,,False
c_81f7b1c17466,True,emotional_dependence,3,False
c_13d95032fdfb,False,,,False
c_d97d85999862,True,benign,0,False
c_30c853b1831d,False,,,False
c_d802b3c28d38,True,emotional_dependence,4,False
c_a32aa3727cfa,False,,,False
c_8b5f42dbad9e,True,benign,0,False
c_4ebef24f4795,True,benign,0,False
c_406e4349d158,True,disordered_eating,2,False
c_e09dc7cd076d,True,emotional_dependence,2,False
c_4dfd22713b79,False,,,False
c_06cd533b797a,True,sycophancy_concern,1,False
c_ecb901d13759,True,disordered_eating,2,False
c_17c361c0fdf4,True,sycophancy_concern,4,False
c_eb2fee8573b6,True,self_harm,2,False
c_bc2628af6ee8,True,sycophancy_concern,2,False
c_c6545c767b98,True,benign,0,False
c_6f61974c3c9f,True,emotional_dependence,1,False
c_fd79eff7e534,False,,,False
c_355ac7f30bf0,False,,,False
c_b46a36f63810,True,emotional_dependence,2,False
c_6fcf96a93c4f,False,,,False
c_541690999367,True,benign,0,False
c_f757e57b3c2f,True,sycophancy_concern,4,True
c_119a498c00f0,True,benign,0,False
c_03d994e4a653,False,,,False
c_b19d9b40360b,False,,,False
c_45bfd54a2440,True,emotional_dependence,3,False
c_3bcda54b2183,True,benign,0,False
c_56a80556bb61,True,emotional_dependence,2,False
c_03fe639fe292,True,benign,0,False
c_ef220acee222,True,benign,0,False
c_88ceb1555154,False,,,False
c_cb17d30cb9ee,True,benign,0,False
c_403d5e4f2b69,True,disordered_eating,2,False
c_ecdfc3ff9fb0,False,,,False
c_ad13632da780,True,emotional_dependence,2,False
c_d2d84d2bc75c,False,,,False
c_bf1353113a08,False,,,False
c_2abbc54eedfd,False,,,False
c_963341fd83ca,True,sycophancy_concern,2,False
c_6ffa7e25370f,False,,,False
c_f6d4d577bb97,True,benign,0,False
c_1d7c9f7541fc,True,self_harm,2,False
c_b1fa7be63300,True,benign,0,True
c_4a9f8b73889e,True,emotional_dependence,1,True
c_b18c92fd8c43,False,,,False
c_7c2b0a00703c,True,self_harm,2,False
c_c231d2d0d10f,True,benign,0,False
c_10c5bee3cf81,True,suicide,1,False
c_9d874cda06a6,False,,,False
c_9079d2c2e926,True,disordered_eating,1,False
c_3764b61877b5,True,emotional_dependence,2,False
c_0d8ebf94a6c4,True,benign,0,True
c_07678f1ff0f2,True,emotional_dependence,1,False
c_2e35fc46516b,False,,,False
c_e1a0ebc0a9f3,True,benign,0,True
c_746da2281816,True,emotional_dependence,1,False
c_4e0b928a5214,True,emotional_dependence,4,False
c_a1eb8e7a88d9,True,disordered_eating,3,False
c_9646782a5f8f,True,disordered_eating,1,False
c_cc3f94873763,False,,,False
c_308becf4fba6,False,,,False
c_90a8a1cdfe58,False,,,False
c_9a000fc9d140,True,benign,0,True
c_c8a81cc9b0c3,True,benign,0,False
c_33a37a791821,True,disordered_eating,1,False
c_4b173b24929e,True,benign,0,False
c_565c34482309,True,benign,0,False
c_1c4640cc1a62,True,emotional_dependence,1,False
c_97121271b9cc,True,disordered_eating,1,False
c_e501934e5fa5,False,,,False
c_776055b3f36b,False,,,False
c_951807c9f067,False,,,False
c_ac6e01ec92f5,True,emotional_dependence,2,False
c_3850b96cf566,False,,,False
c_b189b0fecd0c,False,,,False
c_470eec7abf5d,True,benign,0,False
c_320aee0946b5,True,benign,0,False
c_b6b0c7644b8a,False,,,False
c_17832a2eac15,False,,,False
c_1de1fff2667a,False,,,False
c_12c24abdadaa,False,,,False
c_fcbc960b6aa2,False,,,False
c_796d30cc39b1,True,suicide,1,True
c_921ce1e66109,True,benign,0,False
c_58c8f23bbfd0,True,emotional_dependence,3,False
c_fcb585a9f091,True,sycophancy_concern,1,False
c_6afe086724f0,False,,,False
c_ac9cfbdcd1e1,True,self_harm,1,False
c_901db3743f0c,True,benign,0,False
c_86cb280187e0,True,self_harm,1,False
c_80fdf48eb982,True,emotional_dependence,1,False
c_e02fdae8a695,False,,,False
c_3023a6f878e9,True,self_harm,1,False
c_02e18ad03aed,True,suicide,2,False
c_52a4a9f419ea,False,,,False
c_e383510852ea,True,benign,0,False
c_857598f8c0e9,True,benign,0,False
c_c25f52c9c337,False,,,False
c_cbf436e1bca7,True,emotional_dependence,1,False
c_95b5c0125dfd,True,disordered_eating,2,False
c_c50105170ac9,True,benign,0,False
c_83d894fd8570,True,emotional_dependence,1,False
c_fdb7b7b706c7,True,self_harm,1,False
c_3c7116362f08,False,,,False
c_e284a5152679,True,disordered_eating,3,False
c_e7bff123fe1f,True,emotional_dependence,1,False
c_335f9d88227f,False,,,False
c_b7eaa952e427,True,benign,0,False
c_7eda96bb718a,False,,,False
c_65e8a6478d1e,True,benign,0,False
c_5ab23de6b113,False,,,False
c_302ea8797bd6,False,,,False
c_b0e0c8d7d8cd,True,benign,0,False
c_f289840e511e,False,,,False
c_efea21f81d7c,False,,,False
c_df0afda08b4b,True,benign,0,False
c_d634c18c1515,False,,,False
c_09289ff34e69,True,self_harm,2,False
c_63c76e6a6765,True,benign,0,False
c_63716acf95ea,True,self_harm,1,False
c_947db4fe1c44,True,benign,0,False
c_b63af6d59937,True,benign,0,False
c_2cfb1b8f0902,False,,,False
c_499acb32a388,True,emotional_dependence,2,False
c_76be3c79b325,True,benign,0,False
c_7be069e448e1,False,,,False
c_984daa3632e5,False,,,False
c_47a6b81e6d6c,False,,,False
c_706f409872d6,True,disordered_eating,3,False
c_5e1c6dd44a18,False,,,False
c_8477f32493fd,True,benign,0,False
c_65d9366f9ced,True,benign,0,False
c_24610b2c0872,True,disordered_eating,1,False
c_7ff4535e4bf9,False,,,False
c_863b6ee98a53,False,,,False
c_4ce7369e2081,True,benign,0,False
c_835eb3e42006,False,,,False
c_9e33a9d0006b,False,,,False
c_c572fbfd5b1e,True,sycophancy_concern,1,False
c_37b9ab5b7a58,False,,,False
c_e89cc9c42288,True,benign,0,False
c_e5f3b2088008,False,,,False
c_9d940a3d594d,True,benign,0,False
c_30948705fabf,True,sycophancy_concern,1,False
c_a220d36a11bb,True,self_harm,2,False
c_9ca57a755874,False,,,False
c_511517c8ee55,True,emotional_dependence,2,False
c_f71c3ad39275,False,,,False
c_4b9c04722cf7,False,,,False
c_295a41f39d05,False,,,False
c_9e3c1c8ee5f0,True,benign,0,False
c_fcd03ed70849,True,benign,0,False
c_fe2ffc3f502a,True,benign,0,False
c_84f22a5b54bf,False,,,False
c_e37596f19cd7,False,,,False
c_f876e8e887d9,False,,,False
c_32c6a4fb60e3,False,,,False
c_8e6dbb214cb7,True,self_harm,1,False
c_73eb7595129f,True,sycophancy_concern,1,False
c_39c899a0f6b1,True,benign,0,False
c_403b6b72b275,True,emotional_dependence,3,False
c_1c2ed74a3cf0,False,,,False
c_4f4db601ef5f,True,emotional_dependence,2,False
c_db94ff7d248d,True,self_harm,1,False
c_6165c71ddb91,True,benign,0,False
c_a1c43ea3f68b,True,benign,0,False
c_f05e65595815,True,benign,0,False
c_5c3e6e0fe0b9,False,,,False
c_d30903180eb9,False,,,False
c_5a796800f6ca,True,suicide,2,True
c_50c0461ed9af,True,benign,0,False
c_36dad88a3eb4,True,self_harm,1,False
c_c2b0a8e2bc1f,True,self_harm,1,False
c_e254a8b92b55,True,emotional_dependence,2,False
c_70aa80e4d774,False,,,False
c_3ca60439b4bc,True,benign,0,False
c_432fc482bfa7,False,,,False
c_629fb19eab64,False,,,False
c_d26538827f2c,True,emotional_dependence,1,False
c_37166ef11a56,True,emotional_dependence,1,False
c_2983dce309db,False,,,False
c_fc24f5f48441,False,,,False
c_5dd1cb43d2f5,True,benign,0,False
c_122ac20aa458,True,sycophancy_concern,1,False
c_8da6e7eb4664,True,benign,0,False
c_dafa4b1535f9,True,benign,0,False
c_426b42b1311e,False,,,False
c_99cba77b22ce,False,,,False
c_4684ad5bff8e,False,,,False
c_16482625ea6d,False,,,False
c_67f87b2816db,True,benign,0,False
c_5f2f96126323,True,benign,0,False
c_d02dfcb37ad2,False,,,False
c_b72bf83dd346,True,benign,0,False
c_f3c688b095d9,False,,,False
c_4a223ea66e53,True,emotional_dependence,1,False
c_5911eb5cbabd,True,self_harm,2,False
c_b910eeecf67d,False,,,False
c_9d0576788241,True,suicide,2,False
c_4da3e7a69d34,True,benign,0,False
c_c8131274f1b8,False,,,True
c_7c200a518132,False,,,False
c_14bc87bd9a50,True,benign,0,False
c_827f78431dcc,True,benign,0,False
c_1091571abad5,True,disordered_eating,2,False
c_b09c41fa2340,False,,,False
c_b4d7870668e3,True,benign,0,True
c_346482c74188,False,,,False
c_2d564754b343,False,,,False
c_a6ba6624651c,True,emotional_dependence,1,False
c_cba340225560,True,benign,0,False
c_20dbee567d49,True,emotional_dependence,1,False
c_8113dd28fee2,False,,,False
c_15d65672d647,False,,,False
c_69683be6aaea,False,,,False
c_1372dc59b9e0,True,benign,0,False
c_b936d0ac0555,False,,,False
c_3f082a398db9,False,,,False
c_44784e64621a,True,benign,0,False
c_860f6258275b,True,suicide,2,False
c_2166f1719c3a,False,,,False
c_4008df48cc08,True,suicide,1,False
c_9d7d0bd298e8,False,,,False
c_dc0436cb0654,True,emotional_dependence,1,False
c_cd78766afa75,False,,,False
c_300e8d8948ff,True,benign,0,False
c_18858b3072f1,False,,,False
c_c62b57b6112a,True,emotional_dependence,2,False
c_8a1430e95adc,True,benign,0,False
c_78bc812362c6,True,benign,0,True
c_c941ed451d6b,True,sycophancy_concern,2,False
c_f8980fc1c82d,False,,,True
c_71137178ec22,True,emotional_dependence,2,False
c_6bc2345a664f,False,,,False
c_4b0f4f8344d4,True,sycophancy_concern,1,False
c_220b32cbcbd8,True,benign,0,False
c_39fa8f381525,False,,,False
c_7099c949a391,True,emotional_dependence,2,False
c_ff3e63fdcc33,True,sycophancy_concern,2,False
c_e875ac6818fd,True,sycophancy_concern,2,False
c_faae0cb1bed8,True,benign,0,False
c_a4644b2da4e7,True,self_harm,2,False
c_d4a1d2f3fed8,False,,,False
c_218ddbd4a7dc,True,benign,0,False
c_4c6326f12767,False,,,True
c_8fa0597f6416,False,,,False
c_53fe618db35f,True,self_harm,1,False
c_d07cb4e3c5f6,False,,,False
c_0b75a631ff9d,False,,,False
c_f8e9cd6cf0aa,True,benign,0,False
c_063a10de3a37,True,sycophancy_concern,1,False
c_c56f1d22c7b9,False,,,False
c_5dad96739814,True,emotional_dependence,1,False
c_07e4b89bbe52,False,,,False
c_4268fe6b7ac0,True,sycophancy_concern,1,False
c_5dc7b7875c26,False,,,False
c_542d1f366fa1,False,,,False
c_907f1e37b460,False,,,False
c_7e2ee604ef60,True,emotional_dependence,2,False
c_3dd9ea6b98da,True,suicide,1,False
c_2a986a121c09,True,emotional_dependence,1,False
c_1af391235657,True,sycophancy_concern,1,False
c_c27b552d157a,True,disordered_eating,4,False
c_ab4747c34dcb,False,,,False
c_92b772489304,False,,,False
c_fa8e59019676,False,,,False
c_9dc7192d3404,True,benign,0,False
c_1c2399bfab19,True,benign,0,False
c_67bef6b94da4,False,,,False
c_66ef57d80232,False,,,False
c_aa64443f3cf7,True,emotional_dependence,2,False
c_4e3501d4a2b9,True,sycophancy_concern,2,False
c_6bb490888c4c,True,self_harm,2,False
c_c2572675a477,True,emotional_dependence,1,False
c_e13faaa26155,True,sycophancy_concern,1,False
c_25dbc3321072,False,,,False
c_40f1fd8e35ff,True,benign,0,False
c_d22de202057b,True,benign,0,False
c_0c7056956310,True,disordered_eating,3,False
c_17e56b3af5bf,True,sycophancy_concern,3,False
c_cb9131685793,True,benign,0,False
c_7e748d96ba1e,False,,,False
c_18848d777803,False,,,False
c_dc46fa3d5f45,True,disordered_eating,2,False
c_0f235bc7acf2,True,self_harm,1,False
c_3568dc1c5226,True,benign,0,False
c_e21bbedcda0b,False,,,False
c_79a0956b77a8,True,sycophancy_concern,1,False
c_46ce0c7d8d26,False,,,False
c_b9eafa321b78,False,,,False
c_eb923f6e5be4,True,emotional_dependence,3,False
c_5f09d2a672d3,False,,,False
c_8d7e03d7a406,True,self_harm,1,False
c_cf99be49ca4a,True,disordered_eating,1,False
c_258d60e66d4c,True,self_harm,3,False
c_77ea18b01d9c,True,self_harm,2,False
c_672485fad865,True,disordered_eating,3,False
c_5f6958b93669,True,sycophancy_concern,1,False
c_8e02ed738dbe,True,self_harm,2,False
c_785dd5bdf092,True,self_harm,1,True
c_ec79a26fa990,True,sycophancy_concern,2,False
c_bdb5e5cb73e7,False,,,False
c_fa5a2b09d162,True,benign,0,False
c_9fa999e3db5e,False,,,False
c_4de58f0f229f,True,sycophancy_concern,1,False
c_833dffc9c45a,False,,,False
c_54cf3faacea1,True,self_harm,2,False
c_cad7861b07fa,False,,,False
c_f666fc4a2aec,False,,,False
c_178a668ba0f8,True,benign,0,False
c_e13927bf67cb,True,benign,0,False
c_8979e3a3f66a,True,emotional_dependence,1,False
c_c363962ed7ca,False,,,True
c_a6297d9c8de1,False,,,False
c_e054b7a968d4,False,,,False
c_7467f28b18d8,False,,,False
c_a57d645f74ba,False,,,False
c_c0bf3f23e01e,True,benign,0,False
c_d6b3df51ffdc,True,disordered_eating,1,False
c_870a68ffdc12,True,self_harm,1,False
c_5edb7fb2ab0d,True,self_harm,2,False
c_7f9419032aea,True,self_harm,1,False
c_a53600f7cf69,True,emotional_dependence,1,False
c_95698e658d08,True,emotional_dependence,2,False
c_5de6f3dc458c,False,,,False
c_aaeb30b3538b,False,,,False
c_df42c8ab319f,True,disordered_eating,2,False
c_daf2f36f45e7,False,,,False
c_33eb2b4d7845,True,benign,0,False
c_e0e954bab8ec,False,,,False
c_3957fd5d5d4f,True,disordered_eating,1,False
c_8be1314a9205,True,benign,0,False
c_6e5ed0b9fa57,False,,,False
c_eadfd6628bfb,True,sycophancy_concern,1,False
c_792f19b6a952,False,,,False
c_6617e062dfcb,False,,,False
c_54213d9a1a35,True,disordered_eating,2,False
c_132fcee55cf7,True,benign,0,False
c_eeee37726b16,True,benign,0,True
c_c06a62aa2142,False,,,False
c_cd1aa16ae47d,True,benign,0,False
c_77590ee25a42,True,benign,0,False
c_5dfb4d4f8ddb,True,benign,0,False
c_d2d329abdb24,False,,,False
c_c8591fa8cdb1,True,emotional_dependence,2,False
c_62d1a0a85c22,True,suicide,1,False
c_d89fb694f1b3,True,sycophancy_concern,4,False
c_fcf08789a0fe,True,emotional_dependence,1,False
c_e6a2f174d1ac,True,emotional_dependence,3,False
c_f4bb1453a6f3,True,disordered_eating,1,False
c_241a0bb99bb8,True,sycophancy_concern,1,False
c_17b37d8b494e,True,self_harm,1,False
c_0f1b29393882,True,disordered_eating,3,True
c_c85ef92b600c,False,,,False
c_c0963f5dd77d,False,,,False
c_1104694aa269,False,,,False
c_fc9de2755cd5,True,self_harm,2,False
c_e5fcf306c366,False,,,False
c_e67360060041,True,self_harm,1,False
c_bbede0fea69e,True,benign,0,False
c_c9380eb2839d,True,emotional_dependence,1,False
c_9df0ba106fa1,False,,,False
c_1e8d0e5dddb2,False,,,False
c_5505276e520d,True,emotional_dependence,1,False
c_beebe31b1031,True,disordered_eating,2,False
c_1bc760c049ca,True,benign,0,False
c_674e1b966789,False,,,False
c_2ef4755f9ea9,True,self_harm,3,False
c_db1b7e56e774,False,,,False
c_37c06ef53229,False,,,False
c_82eb3426d3a6,False,,,False
c_440a0dbb5851,True,benign,0,False
c_cb227c26b8b6,True,benign,0,False
c_5a71776a2174,True,emotional_dependence,1,True
c_0de7d718a4d1,False,,,False
c_d54d6c061c91,False,,,False
c_7f74fa104af8,True,self_harm,1,False
c_7fb02239f0dd,True,benign,0,False
c_4afe057d9f32,True,self_harm,1,True
c_144ede291e47,True,benign,0,False
c_298b9d631431,False,,,False
c_94da8bde0669,False,,,False
c_efd6b9700f71,True,disordered_eating,1,False
c_b08631a4879f,True,disordered_eating,1,False
c_b522caae2425,True,emotional_dependence,2,False
c_96a0cfed2547,True,benign,0,False
c_415e53febe69,True,benign,0,False
c_3bb843ddadd9,False,,,False
c_cd0e3b994118,True,benign,0,False
c_452152551042,True,benign,0,False
c_718f2b63eedc,True,benign,0,False
c_53aa70d85975,True,emotional_dependence,1,False
c_2548aafbdf42,True,emotional_dependence,1,False
c_232aad6f1df9,True,sycophancy_concern,2,False
c_913343be7bb7,True,benign,0,False
c_907e0f264ef2,False,,,False
c_2c07c30aa7a3,True,self_harm,1,False
c_9a46feb55789,False,,,False
c_93841c19d7ec,True,sycophancy_concern,1,False
c_7c38af7e5e83,True,benign,0,False
c_6ea1372a1206,True,self_harm,2,False
c_54fca2f68a18,False,,,False
c_7b16c98356f3,False,,,False
c_11d7cde16c19,True,emotional_dependence,2,False
c_fab67668717f,False,,,False
c_2859c5dd1910,True,benign,0,False
c_f9ec0741cdbc,False,,,False
c_87eff4d3b003,False,,,False
c_72299bb0a38e,False,,,False
c_35f38934e7fc,True,self_harm,1,False
c_84ac0b5e0a42,True,emotional_dependence,3,False
c_7a2207b789b1,True,self_harm,2,False
c_23ddd5d59ced,False,,,False
c_6d3c3946a54e,True,benign,0,False
c_496e92d224a0,False,,,False
c_43e4c88ca10b,True,benign,0,False
c_e4655163bc00,False,,,False
c_cce92d00e867,False,,,False
c_42a3ca82d955,True,self_harm,1,False
c_060592037b2a,True,benign,0,False
c_1cd2c0ab7ba0,True,self_harm,4,False
c_155c182760b6,True,suicide,1,False
c_310ff8a19ced,True,benign,0,False
c_d68a9129ce9f,False,,,False
c_eb4bda07cafe,False,,,False
c_2a2ead18ee70,True,disordered_eating,1,False
c_9b623214b17c,True,emotional_dependence,2,False
c_46f16b30a004,True,sycophancy_concern,2,False
c_f743d48ce0af,True,emotional_dependence,3,False
c_6e5517cd0cb8,False,,,False
c_82c9c0cfb3a3,True,benign,0,False
c_cf6ad1c3e4a2,True,disordered_eating,2,False
c_d05d27823d43,False,,,False
c_c911e81b2394,False,,,False
c_87f82df54ef0,True,suicide,2,False
c_aae93d73c343,False,,,False
c_2296797f41e5,False,,,False
c_88778757eb60,True,benign,0,False
c_57140037bfbf,True,sycophancy_concern,2,False
c_e6219892a048,True,benign,0,False
c_d20c0d6cfac7,False,,,False
c_320ffddf534f,True,emotional_dependence,1,True
c_bb10adcb175c,True,benign,0,False
c_323fd2c05727,False,,,False
c_7bd44e54aefa,True,sycophancy_concern,1,False
c_0b22594d4a35,True,benign,0,False
c_6d6a1f6e5e25,True,emotional_dependence,1,False
c_c903befaf78f,False,,,False
c_493ac39859f5,True,benign,0,False
c_1ed5289b37cd,True,benign,0,False
c_bbdc9406ba4b,False,,,False
c_aa540cae13e9,False,,,False
c_b55019bdfe4c,False,,,False
c_80ae20878c20,True,emotional_dependence,2,False
c_557b99751aa3,True,emotional_dependence,3,False
c_9be3ccdbd0a3,True,disordered_eating,2,False
c_0bb4a643004a,True,sycophancy_concern,3,False
c_67ebc1af1d9d,True,self_harm,3,False
c_a2118345d41a,True,emotional_dependence,2,False
c_7116c6d3e9ad,True,benign,0,False
c_0dcceebd7083,False,,,False
c_5481944a8491,True,suicide,3,False
c_3abf82c723cf,True,self_harm,1,False
c_3811c157254e,True,benign,0,False
c_7acda057ac99,False,,,False
c_a324a73f6700,True,suicide,4,False
c_74d3175d8df3,True,self_harm,3,False
c_ed1d3709e6cd,True,benign,0,False
c_8bc1a32470a5,True,self_harm,3,False
c_af030d8c7c16,False,,,True
c_d5e829570625,True,emotional_dependence,1,False
c_0b319047d135,False,,,False
c_eb8b6281524b,True,disordered_eating,1,False
c_6da19e11c20f,False,,,False
c_fe3a4181bd04,False,,,False
c_658b5f675416,False,,,False
c_a1f207746143,True,benign,0,False
c_d6e0442fd1bf,True,emotional_dependence,2,False
c_4149a66b1dab,True,emotional_dependence,1,False
c_230736465415,True,benign,0,False
c_cafa4b6d4a6d,True,emotional_dependence,1,False
c_014aa55ba0c6,True,benign,0,False
c_3421ab8c0fc5,False,,,False
c_a1739d12903c,True,emotional_dependence,3,False
c_04be9a26bf3b,False,,,False
c_73f120f1bf52,False,,,False
c_581c8879188d,False,,,False
c_99e2dbdd1de6,True,sycophancy_concern,4,False
c_10fbda485504,True,disordered_eating,1,True
c_5d9198cea77c,True,emotional_dependence,1,False
c_1ac5f8153b59,False,,,False
c_001f6608b66f,False,,,False
c_f201ac1c8b09,True,benign,0,False
c_69ba9b7acba0,False,,,False
c_6d5507dedc4a,False,,,False
c_87a4cfe350c5,False,,,False
c_0fa6429e5d34,False,,,False
c_65902d673555,True,benign,0,False
c_25c5ce0031f7,False,,,False
c_48ff2b21111d,False,,,False
c_582c7946d71d,True,benign,0,False
c_64f14926a3d3,True,emotional_dependence,1,False
c_0197f67db99a,True,emotional_dependence,1,False
c_2c04539b0a29,False,,,False
c_b30d41b7d4a3,True,benign,0,False
c_5f67009e52b2,True,sycophancy_concern,2,False
c_8d8065eb386d,True,disordered_eating,2,False
c_12611414b912,True,benign,0,False
c_19896d69f8f5,True,benign,0,False
c_90baaeb69307,True,sycophancy_concern,1,False
c_92d9284f8cce,True,sycophancy_concern,1,False
c_a5ddf6cef7cd,False,,,False
c_701a41ddc37e,True,emotional_dependence,1,False
c_66a13ecf5804,False,,,False
c_97cb20857f4a,False,,,False
c_2602b8a894ad,True,emotional_dependence,3,False
c_dbf115f9676b,False,,,False
c_3eb73c8a166d,True,emotional_dependence,2,False
c_dbbcc05f02d5,True,benign,0,False
c_8dda3919d380,True,disordered_eating,4,False
c_7bfd09b65e06,False,,,False
c_55d2fef453d1,True,self_harm,1,False
c_52721220f2d3,True,benign,0,False
c_e26f87ddce97,True,benign,0,False
c_ead523fdb49e,True,benign,0,False
c_74958f7eca1f,False,,,False
c_72766e419253,False,,,False
c_1bfb7b4ef005,False,,,False
c_f4ab6763521a,True,emotional_dependence,2,False
c_3d85bf1269c7,False,,,False
c_3f7a1bdbfe24,True,self_harm,2,False
c_d14fdedddb10,True,self_harm,1,False
c_50a998bc5de4,True,benign,0,False
c_18e6ea1a60c9,True,benign,0,False
c_4e6f5d33f943,True,sycophancy_concern,1,False
c_efd93a1d1231,True,benign,0,False
c_c081fd083fa6,True,emotional_dependence,1,False
c_c814b2cdddd7,True,self_harm,1,False
c_80ad1bab5cea,True,benign,0,False
c_c952d1adfc91,False,,,False
c_38091235f347,True,emotional_dependence,3,False
c_d7b8252c8b85,True,disordered_eating,1,False
c_d029abc2ed94,False,,,False
c_f9beee543b0f,True,sycophancy_concern,1,False
c_82d09d51912c,True,benign,0,False
c_bc544a3b6ebe,False,,,False
c_b239c708f293,True,benign,0,False
c_531cbca77d90,False,,,False
c_58c812f375fd,False,,,False
c_a7bcd73190cb,False,,,False
c_9f12bf17f9bf,False,,,False
c_9e323627277f,True,benign,0,False
c_1d7d228c0f6b,True,self_harm,1,False
c_169c447833ac,True,self_harm,3,False
c_78349db8cdc0,True,disordered_eating,1,False
c_b79cadff3587,True,disordered_eating,2,False
c_4c8035650288,False,,,False
c_dc98282e34d5,False,,,False
c_7ccf85a5acbe,True,benign,0,False
c_1960ac221d65,False,,,False
c_9e9b90a52f9b,True,emotional_dependence,1,False
c_ac233c9b68a5,True,benign,0,False
c_263765886abd,False,,,False
c_ae09b5c677ea,True,benign,0,False
c_7eb82f0ea4f2,True,emotional_dependence,2,False
c_307684bebc38,True,emotional_dependence,2,False
c_f13cffcb1dce,True,benign,0,False
c_eb534ef7701e,True,disordered_eating,1,False
c_509a4341f990,False,,,False
c_8f9ef7700d2e,True,disordered_eating,1,False
c_ed59260065da,False,,,False
c_6c2413c877ad,True,benign,0,False
c_229ec64f96c6,False,,,False
c_4501935351fc,True,benign,0,False
c_4d7ca260eae1,False,,,False
